unique_entity_id,blank_deprecated,entity_eft_indicator,cage_code,dodaac,sam_extract_code,purpose_of_registration,initial_registration_date,registration_expiration_date,last_update_date,activation_date,legal_business_name,dba_name,entity_division_name,entity_division_number,physical_address_line_1,physical_address_line_2,physical_address_city,physical_address_province_or_state,physical_address_zip_postal_code,physical_address_zip_code_4,physical_address_country_code,physical_address_congressional_district,dnb_open_data_flag,entity_start_date,fiscal_year_end_close_date,entity_url,entity_structure,state_of_incorporation,country_of_incorporation,business_type_counter,bus_type_string,primary_naics,naics_code_counter,naics_code_string,psc_code_counter,psc_code_string,credit_card_usage,correspondence_flag,mailing_address_line_1,mailing_address_line_2,mailing_address_city,mailing_address_zip_postal_code,mailing_address_zip_code_4,mailing_address_country,mailing_address_state_or_province,govt_bus_poc_first_name,govt_bus_poc_middle_initial,govt_bus_poc_last_name,govt_bus_poc_title,govt_bus_poc_st_add_1,govt_bus_poc_st_add_2,govt_bus_poc_city,govt_bus_poc_zip_postal_code,govt_bus_poc_zip_code_4,govt_bus_poc_country_code,govt_bus_poc_state_or_province,alt_govt_bus_poc_first_name,alt_govt_bus_poc_middle_initial,alt_govt_bus_poc_last_name,alt_govt_bus_poc_title,alt_govt_bus_poc_st_add_1,alt_govt_bus_poc_st_add_2,alt_govt_bus_poc_city,alt_govt_bus_poc_zip_postal_code,alt_govt_bus_poc_zip_code_4,alt_govt_bus_poc_country_code,alt_govt_bus_poc_state_or_province,past_perf_poc_first_name,past_perf_poc_middle_initial,past_perf_poc_last_name,past_perf_poc_title,past_perf_poc_st_add_1,past_perf_poc_st_add_2,past_perf_poc_city,past_perf_poc_zip_postal_code,past_perf_poc_zip_code_4,past_perf_poc_country_code,past_perf_poc_state_or_province,alt_past_perf_poc_first_name,alt_past_perf_poc_middle_initial,alt_past_perf_poc_last_name,alt_past_perf_poc_title,alt_past_perf_poc_st_add_1,alt_past_perf_poc_st_add_2,alt_past_perf_poc_city,alt_past_perf_poc_zip_postal_code,alt_past_perf_poc_zip_code_4,alt_past_perf_poc_country_code,alt_past_perf_poc_state_or_province,elec_bus_poc_first_name,elec_bus_poc_middle_initial,elec_bus_poc_last_name,elec_bus_poc_title,elec_bus_poc_st_add_1,elec_bus_poc_st_add_2,elec_bus_poc_city,elec_bus_poc_zip_postal_code,elec_bus_poc_zip_code_4,elec_bus_poc_country_code,elec_bus_poc_state_or_province,alt_elec_poc_bus_poc_first_name,alt_elec_poc_bus_poc_middle_initial,alt_elec_poc_bus_poc_last_name,alt_elec_poc_bus_poc_title,alt_elec_poc_bus_st_add_1,alt_elec_poc_bus_st_add_2,alt_elec_poc_bus_city,alt_elec_poc_bus_zip_postal_code,alt_elec_poc_bus_zip_code_4,alt_elec_poc_bus_country_code,alt_elec_poc_bus_state_or_province,naics_exception_counter,naics_exception_string,debt_subject_to_offset_flag,exclusion_status_flag,sba_business_types_counter,sba_business_types_string,no_public_display_flag,disaster_response_counter,disaster_response_string,entity_evs_source
,C18QEQRBGYC8,,,4PYN5,,A,Z2,2007-03-23,2025-08-06,2024-08-08,2024-08-08,QUALIFIED TECHNOLOGIES CORP.,,,,2133 AVIATION DR,,UPLAND,CA,91786,2195,USA,35,,2003-09-01,1231,http://www.qtc.aero,2L,CA,USA,0001,2X,488190,0002,488190Y~811310Y,0001,1660,Y,,2133 AVIATION DR.,,UPLAND,91786,2195,USA,CA,WARREN,,BROWN,,2133 AVIATION DR.,,UPLAND,91786,2195,USA,CA,SAM,,QUBAIN,,2133 AVIATION DR.,,UPLAND,91786,2195,USA,CA,,,,,,,,,,,,,,,,,,,,,,,CRAIG,,RIEDEL,,2133 AVIATION DR.,,UPLAND,91786,2195,USA,CA,SAM,,QUBAIN,,2133 AVIATION DR.,,UPLAND,91786,2195,USA,CA,0000,,N,,0000,,,0000,,E&Y
,C18QL5459M38,,,6S4U9,,A,Z2,2012-06-13,2025-11-25,2024-11-27,2024-11-27,KRELLER SOLUTIONS INC,,KRELLER CREDIT,,817 MAIN ST,STE 700,CINCINNATI,OH,45202,2183,USA,01,,1995-06-05,1231,http://www.krellercredit.com/,2L,OH,USA,0002,2X~XS,561450,0001,561450Y,0000,,Y,,817 MAIN STREET,,CINCINNATI,45202,2183,USA,OH,MICHAEL,,SHERLOCK,,817 MAIN STREET,,CINCINNATI,45202,2183,USA,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUSAN,,HEITKER,,817 MAIN STREET,,CINCINNATI,45202,2183,USA,OH,HARVEY,,ROSEN,,817 MAIN STREET,SUITE 700,CINCINNATI,45202,2183,USA,OH,0000,,N,,0000,,,0000,,E&Y
,C18QV85MMAU1,,,68HN3,,A,Z2,2011-01-14,2026-01-28,2025-01-30,2025-01-30,MY3TECH INCORPORATION,MY3TECH INC,,,1601 N HARRISON AVE,STE 2B,PIERRE,SD,57501,,USA,00,,2010-12-13,1231,http://www.my3tech.com,2L,SD,USA,0004,27~2X~QZ~XS,541511,0004,518210Y~541511Y~541512Y~541519E,0000,,N,,11444 BUTTERFRUIT WAY,,ELLICOTT CITY,21042,,USA,MD,PRAKASH,R,SARIPALLI,PRESIDENT,1601 N HARRISON AVE,STE # 2B,PIERRE,57501,,USA,SD,PRAKASH,R,SARIPALLI,PRESIDENT,1601 N HARRISON AVE,STE # 2B,PIERRE,57501,2900,USA,SD,,,,,,,,,,,,,,,,,,,,,,,PRAKASH,R,SARIPALLI,PRESIDENT,1601 N HARRISON AVE,STE # 2B,PIERRE,57501,,USA,SD,PRAKASH,R,SARIPALLI,PRESIDENT,1601 N HARRISON AVE,STE # 2B,PIERRE,57501,2900,USA,SD,0001,541519YY  ,N,,0000,,,0000,,E&Y
,C18QW7FS8PD1,,,7PG34,,A,Z2,2016-08-19,2025-04-04,2024-04-17,2024-04-17,STEADFAST ACRES LLC,,,,33408 STATE HWY 130,,LONE ROCK,WI,53556,9126,USA,03,,2014-05-28,1231,,2K,WI,USA,0002,2X~LJ,111219,0002,111219Y~111333Y,0000,,N,,33408 STATE HWY 130,,LONE ROCK,53556,9126,USA,WI,ELISABETH,,MINICH,MANAGER,33408 STATE HIGHWAY 130,,LONE ROCK,53556,,USA,WI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELISABETH,,MINICH,MANAGER,33408 STATE HIGHWAY 130,,LONE ROCK,53556,,USA,WI,,,,,,,,,,,,0000,,N,,0000,,,0000,,E&Y
,C18QZL4LRZA3,,,7QNU7,,A,Z2,2016-10-18,2025-10-29,2024-10-31,2024-10-31,LEFEBVRE ANA LORENA,,,,6617 SAINT MARK CT,,ALEXANDRIA,VA,22306,1355,USA,08,,2000-01-01,1231,,2J,VA,USA,0005,23~2X~8W~A2~PI,561990,0001,561990Y,0000,,N,,6617 SAINT MARK CT,,ALEXANDRIA,22306,1355,USA,VA,ANA LORENA,,LEFEBVRE,OWNER,6617 SAINT MARK COURT,,ALEXANDRIA,22306,1355,USA,VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANA LORENA,,LEFEBVRE,OWNER,6617 SAINT MARK COURT,,ALEXANDRIA,22306,1355,USA,VA,,,,,,,,,,,,0000,,N,,0000,,,0000,,E&Y
,C18RDJZBEUR6,,,5CS09,,A,Z1,2009-03-12,2025-12-18,2025-01-02,2024-12-20,ALTERNATIVES TO VIOLENCE OF THE PALOUSE,,,,115 NW STATE ST RM 305,,PULLMAN,WA,99163,2616,USA,05,,1980-03-17,0630,http://www.atvp.org,8H,ID,USA,0002,6D~A8,,0000,,0000,,Y,,PO BOX 37,,PULLMAN,99163,0037,USA,WA,MARIA,,RAMOS,EXECUTIVE DIRECTOR,PO BOX 37,,PULLMAN,99163,,USA,WA,MARIA,,RAMOS,,PO BOX 37,,PULLMAN,99163,,USA,WA,,,,,,,,,,,,,,,,,,,,,,,MARIA,,RAMOS,EXECUTIVE DIRECTOR,PO BOX 37,,PULLMAN,99163,,USA,WA,MARIA,,RAMOS,,PO BOX 37,,PULLMAN,99163,,USA,WA,0000,,N,,0000,,,0000,,E&Y
,C18RELCPK343,,,1QPT4,,A,Z2,2001-06-13,2025-05-14,2024-05-16,2024-05-16,"MENTAL HEALTH ASSOCIATION OF COLUMBIA-GREENE COUNTIES, INC.",MENTAL HEALTH ASSOCIATION OF COLUMBIA-GREENE COUNTIES INC,,,713 UNION ST,,HUDSON,NY,12534,3001,USA,19,,1999-10-01,1231,,8H,NY,USA,0001,A8,623220,0001,623220N,0000,,N,,713 UNION ST,,HUDSON,12534,3001,USA,NY,JANET,,GOODWIN,,713 UNION STREET,,HUDSON,12534,,USA,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAVID,,ROSSETTI,EXECUTIVE DIRECTOR,713 UNION STREET,,HUDSON,12534,,USA,NY,,,,,,,,,,,,0000,,N,,0000,,,0000,,E&Y
,C18RGJM5T7K9,,,8CAA6,,E,Z2,2019-06-13,2024-11-24,2024-11-24,2023-11-28,SHAHINI FAKHOURIE LLC,,,,15421 NW 28TH CT,,OPA LOCKA,FL,33054,2605,USA,24,,2017-05-01,0519,http://www.shahinifakhourie.com,2J,FL,USA,0008,23~27~2X~8D~8W~A2~LJ~OY,711510,0002,711510Y~813219Y,0000,,Y,,15421 NW 28TH CT,,MIAMI,33054,,USA,FL,SHAHINI,,FAKHOURIE,,15421 NW 28TH CT,,MIAMI,33054,,USA,FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHAHINI,,FAKHOURIE,,15421 NW 28TH CT,,MIAMI,33054,,USA,FL,,,,,,,,,,,,0000,,N,,0002,A0        ~A9        ,,0000,,E&Y
,C18SA8PBLVS7,,,2AA05,,A,Z2,2001-11-29,2025-03-13,2024-03-29,2024-03-29,"OLSEN CHAIN & CABLE, INC",,,,7225 WASHINGTON AVE S,,MINNEAPOLIS,MN,55439,2403,USA,03,,1962-05-18,1231,http://www.olsenchain.com,2L,MN,USA,0002,2X~MF,333923,0005,238990E~332618Y~332999Y~333923Y~423830Y,0000,,Y,,PO BOX 970,,COKATO,55321,,USA,MN,JOHN,,DUNLAP,SALES MANAGER,7225 WASHINGTON AVE. S,,EDINA,55439,2403,USA,MN,RACHEL,,WAGNER,,7225 WASHINGTON AVE. S,,EDINA,55439,,USA,MN,RACHEL,,WAGNER,,7225 WASHINGTON AVE. S,,EDINA,55439,,USA,MN,,,,,,,,,,,,JOHN,,DUNLAP,SALES MANAGER,7225 WASHINGTON AVE. S,,EDINA,55439,2403,USA,MN,RACHEL,,WAGNER,,7225 WASHINGTON AVE. S,,EDINA,55439,,USA,MN,0001,238990YY  ,N,,0000,,,0000,,E&Y
,C18SBM8GH687,,,8G5X7,,A,Z2,2019-12-10,2025-11-19,2024-11-21,2024-11-21,NIKCOR LEARNING GROUP LLC,NEW HORIZONS RALEIGH,,,1116 REAL QUIET LN,,WAXHAW,NC,28173,6586,USA,08,,2019-06-27,1231,greathorizonslearning.com,2K,NC,USA,0005,2X~8W~A2~LJ~PI,611420,0001,611420Y,0000,,Y,,9935D REA RD,STE 115,CHARLOTTE,28277,,USA,NC,ROBERT,,LEE,,9935D REA RD,STE 115,CHARLOTTE,28173,,USA,NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBRA,,LEE,,9935D REA RD,STE 115,CHARLOTTE,28173,,USA,NC,,,,,,,,,,,,0000,,N,,0001,A9        ,,0000,,E&Y
,C18SG1K994L7,,,1YTE6,,A,Z2,2002-06-06,2026-01-17,2025-01-20,2025-01-20,"PAPE' TRUCKS, INC.",PAPE' KENWORTH,,,19414 QUINN RD,,BAKERSFIELD,CA,93308,9636,USA,22,,1990-11-01,1231,https://www.papekenworth.com/,2L,OR,USA,0001,2X,441110,0006,423110N~423120N~423830N~441110N~811111N~811198N,0000,,Y,,355 GOODPASTURE ISLAND RD.,,EUGENE,97401,,USA,OR,SAMANTHA,,KERN,,355 GOODPASTURE ISLAND ROAD,,EUGENE,97401,2119,USA,OR,MEGAN,,MULLINS,,355 GOODPASTURE ISLAND ROAD,,EUGENE,97401,2119,USA,OR,,,,,,,,,,,,,,,,,,,,,,,SAMANTHA,,KERN,,355 GOODPASTURE ISLAND ROAD,,EUGENE,97401,2119,USA,OR,MEGAN,,MULLINS,,355 GOODPASTURE ISLAND ROAD,,EUGENE,97401,2119,USA,OR,0000,,N,,0000,,,0000,,E&Y
,C18SMFDN59E7,,,4PJG3,,A,Z2,2007-03-10,2025-09-16,2024-09-18,2024-09-18,LIBERTY GLORY CORPORATION,,,,1979 MARCUS AVE,STE 200,LAKE SUCCESS,NY,11042,1059,USA,03,,2004-12-10,1231,,2L,NY,USA,0001,2X,483111,0001,483111Y,0000,,N,,1979 MARCUS AVENUE,SUITE 200,NEW HYDE PARK,11042,1002,USA,NY,WILLIAM,,CAMPBELL,,1979 MARCUS AVENUE,,NEW HYDE PARK,11042,1002,USA,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JOHN,,SHEEN,,1979 MARCUS AVENUE,SUITE 200,NEW HYDE PARK,11042,1002,USA,NY,,,,,,,,,,,,0000,,N,,0000,,NPDY,0000,,E&Y
,C18SPAF9DZ33,,,1CEA3,,A,Z2,2001-11-26,2025-12-16,2024-12-18,2024-12-18,"MOHOLLAND TRANSFER, INC",MOHOLLAND TRANSFER CO INC,,,15481 FARM CREEK DR,,WOODBRIDGE,VA,22191,3567,USA,07,,1996-12-20,1231,,2L,VA,USA,0001,2X,484210,0001,484210Y,0000,,N,,15481 FARM CREEK DRIVE,,WOODBRIDGE,22191,3562,USA,VA,WILLIAM,R,GARR,,15481 FARM CREEK DRIVE,,WOODBRIDGE,22191,,USA,VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WILLIAM,R,GARR,,15481 FARM CREEK DRIVE,,WOODBRIDGE,22191,,USA,VA,,,,,,,,,,,,0000,,N,,0000,,NPDY,0000,,E&Y
,C18ST4ETNGL4,,,5ZBK4,,A,Z1,2010-04-23,2026-01-22,2025-01-28,2025-01-24,PORTERVILLE UNIFIED SCHOOL DISTRICT,,,,1414 W OLIVE AVE,,PORTERVILLE,CA,93257,3062,USA,22,,1948-08-07,0630,,2A,,,0002,12~H6,,0000,,0000,,Y,,1414. W. OLIVE AVENUE,,PORTERVILLE,93257,3279,USA,CA,BRAD,,ROHRBACH,,600 W. GRAND AVENUE,,PORTERVILLE,93257,,USA,CA,BRAD,,ROHRBACH,,900 W. PIONEER AVENUE,,PORTERVILLE,93257,,USA,CA,,,,,,,,,,,,,,,,,,,,,,,BRAD,,ROHRBACH,,600 W. GRAND AVE.,,PORTERVILLE,93257,,USA,CA,BRAD,,ROHRBACH,,900 W. PIONEER AVE.,,PORTERVILLE,93257,,USA,CA,0000,,N,,0000,,,0000,,E&Y
,C18TEG4X78G7,,,979A9,,A,Z2,2021-10-31,2025-12-02,2024-12-04,2024-12-04,"GLOBAL EMERGENCY MANAGEMENT & HEALTHCARE SOLUTIONS, L.L.C","OPERAXION CPR & SAFETY SERVICES, LLC",,,9828 TOLWORTH CIR,,RANDALLSTOWN,MD,21133,2024,USA,02,,2017-10-31,0630,www.OperaxionCPR.Net,2J,MD,USA,0005,23~27~2X~LJ~OY,611699,0012,236220Y~423450Y~541611Y~541614Y~541618Y~541690Y~541990Y~561311Y~561320Y~611430Y~611699Y~611710Y,0000,,Y,,4402 SPRINGDALE AVENUE,,GWYNN OAK,21207,,USA,MD,GREGORY,A,BANKS,PRESIDENT,4402 SPRINGDALE AVENUE,,GWYNN OAK,21207,,USA,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GREGORY,A,BANKS,PRESIDENT,4402 SPRINGDALE AVENUE,,GWYNN OAK,21207,,USA,MD,,,,,,,,,,,,0000,,N,,0000,,,0001,ANY,E&Y
,C18TVX1KMRF1,,,9DLS7,DODHT1150,A,Z1,2022-09-27,2025-09-04,2024-11-20,2024-09-06,99TH MDG SGSM - MM,,,,CP 702 653 2834,5601 STAFFORD DR BLDG 1301,NELLIS AFB,NV,89191,,USA,04,,2020-12-07,0930,,2A,,,0003,2R~80~NG,,0000,,0000,,,,MIKE OCALLAGHAN FEDERAL HOSPITAL,4700 LAS VEGAS BLVD N,NELLIS AFB,89191,,USA,NV,RICHARD,C,ABELL,DHA FEDERAL HIERARCHY ADMIN,MIKE OCALLAGHAN FEDERAL HOSPITAL,4700 LAS VEGAS BLVD N,NELLIS AFB,89191,,USA,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RICHARD,C,ABELL,DHA FEDERAL HIERARCHY ADMIN,MIKE OCALLAGHAN FEDERAL HOSPITAL,4700 LAS VEGAS BLVD N,NELLIS AFB,89191,,USA,NV,,,,,,,,,,,,0000,,N,,0000,,NPDY,0000,,
,C18UMKNWCSJ8,,,8N5Z8,,A,Z2,2020-04-17,2025-11-27,2024-12-02,2024-12-02,BYERS HOLDING GROUP LLC,,,,9881 EAST QUARRY TRAIL,,SCOTTSDALE,AZ,85262,2347,USA,01,,2019-09-30,0630,,ZZ,AZ,USA,0007,1E~1S~23~27~2X~NB~OW,541611,0014,322211Y~326112Y~423450Y~541211Y~541512Y~541611Y~541618Y~541690Y~541890Y~541990Y~561910Y~561990Y~611420Y~611430Y,0002,R408~R704,Y,,9881 EAST QUARRY TRAIL,,SCOTTSDALE,85262,,USA,AZ,EDWIN,,BYERS,MEMBER,9881 E QUARRY TRAIL,,SCOTTSDALE,85262,,USA,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EDWIN,,BYERS,MEMBER,9881 E QUARRY TRAIL,,SCOTTSDALE,85262,,USA,AZ,,,,,,,,,,,,0000,,N,,0000,,,0001,ANY,E&Y
,C18UNPL5QK29,,,8LQW8,,E,Z2,2020-05-21,2024-12-06,2024-12-06,2023-12-11,"BHG BEND, LLC",,,,20615 GRANDVIEW DR,,BEND,OR,97701,8145,USA,05,,2016-07-20,1231,,2J,OR,USA,0005,23~27~2X~FR~LJ,721110,0001,721110Y,0001,V231,Y,,20615 GRANDVIEW DR,,BEND,97701,8145,USA,OR,DHRUV,M,PATEL,CONTROLLER,5895 JEAN RD STE 100,,LAKE OSWEGO,97035,,USA,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHRUV,M,PATEL,CONTROLLER,5895 JEAN RD STE 100,,LAKE OSWEGO,97035,,USA,OR,,,,,,,,,,,,0000,,N,,0000,,,0004,CTYOR013~CTYOR017~CTYOR031~STAOR,E&Y
,C18UQNLMC3R5,,,5WAE4,,E,Z2,2010-02-18,2025-01-01,2025-01-01,2024-01-04,T ROSE PRODUCTIONS,T ROSE ENTERTAINMENT,,,916 MONTEVIDEO DR UNIT D,,LANSING,MI,48917,3944,USA,07,,2000-09-09,1231,,2J,MI,USA,0007,23~27~2X~8W~A2~LJ~OY,711410,0013,541613Y~541820Y~541840Y~561499Y~561520Y~611430Y~711130Y~711190Y~711310Y~711320Y~711410Y~711510Y~712120Y,0000,,Y,,916 MONTEVIDEO DR.,D,LANSING,48917,3944,USA,MI,THERESA,,RANDLEMAN,,916 MONTEVIDEO DR.,SUITE D,LANSING,48917,,USA,MI,JASMINE,,RANDLEMAN,,916 MONTEVIDEO DR,,LANSING,48917,,USA,MI,,,,,,,,,,,,,,,,,,,,,,,THERESA,,RANDLEMAN,,916 MONTEVIDEO DR.,SUITE D,LANSING,48917,,USA,MI,JASMINE,,RANDLEMAN,,916 MONTEVIDEO DR,,LANSING,48917,,USA,MI,0000,,N,,0000,,,0001,ANY,E&Y
,C18USC2HPPS3,,,6CFD1,,A,Z1,2011-04-13,2025-02-15,2024-02-20,2024-02-20,"FOOTHILLS AREA HEALTH EDUCATION CENTER, INC.",FOOTHILLS AREA HEALTH EDUCATION CENTER INC,,,329 OAK ST,STE 101,GAINESVILLE,GA,30501,3591,USA,09,,1999-05-03,0831,http://www.foothillsahec.org,8H,GA,USA,0001,A8,,0000,,0000,,N,,329 OAK STE 101,,GAINESVILLE,30501,3591,USA,GA,MARY,A,LOCHSTAMPFOR,EXECUTIVE DIRECTOR,"329 OAK STREET, SUITE 101",,GAINESVILLE,30501,3591,USA,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARY,A,LOCHSTAMPFOR,EXECUTIVE DIRECTOR,"329 OAK STREET, SUITE 101",,GAINESVILLE,30501,3591,USA,GA,,,,,,,,,,,,0000,,N,,0000,,,0000,,E&Y
,C18UWQAYHS97,,,8BH52,,A,Z2,2019-04-26,2025-05-02,2024-05-07,2024-05-06,DATABASE DEVELOPMENT SERVICES INC,,,,8604 ALLISONVILLE RD,STE 231,INDIANAPOLIS,IN,46250,5553,USA,07,,2003-03-28,1231,dbservices.com,2L,IN,USA,0002,2X~XS,541511,0006,513210Y~518210Y~541511Y~541512Y~541513Y~541519E,0011,7A20~7A21~7H20~DA01~DA10~DH10~R408~R410~R499~R702~R799,Y,,8460 SHOE OVERLOOK DR,,FISHERS,46038,1086,USA,IN,RICH,,EARNEST,STRATEGIC ACCOUNTS EXECUTIVE,8460 SHOE OVERLOOK DR,,FISHERS,46038,,USA,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KEVIN,,HAMMOND,CEO,8460 SHOE OVERLOOK DR,,FISHERS,46038,,USA,IN,,,,,,,,,,,,0001,541519YY  ,N,,0000,,,0001,ANY,E&Y
,C18VAQGW8E49,,,3B4P3,,A,Z2,2002-10-15,2025-02-26,2024-03-12,2024-02-29,KNOWLEDGE FACTOR INC,,,,3005 CENTER GREEN DR,STE 120,BOULDER,CO,80301,2579,USA,02,,2001-05-22,1231,http://www.amplifire.com,2L,DE,USA,0002,27~2X,541990,0008,541611Y~541612Y~541618Y~541990Y~611430N~611691N~611699N~611710Y,0005,U002~U004~U008~U009~U099,N,,3005 CENTER GREEN DR,STE 120,BOULDER,80301,2579,USA,CO,LAURA,J,JENSEN,,3005 CENTER GREEN DR. STE 120,PLAZA III,BOULDER,80301,,USA,CO,JK,,HULLETT,,3005 CENTER GREEN DR. STE 120,PLAZA III,BOULDER,80301,,USA,CO,LAURA,J,JENSEN,,3005 CENTER GREEN DR. STE 120,PLAZA III,BOULDER,80301,,USA,CO,,,,,,,,,,,,LAURA,J,JENSEN,,3005 CENTER GREEN DR. STE 120,PLAZA III,BOULDER,80301,,USA,CO,JK,,HULLETT,,3005 CENTER GREEN DR. STE 120,PLAZA III,BOULDER,80301,,USA,CO,0000,,N,,0000,,,0000,,E&Y
,C18VJNCGKC68,,,0GR96,,A,Z2,2002-01-04,2025-11-19,2024-11-22,2024-11-22,"APPLIED ENVIRONMENTAL, INC.",APPLIED ENVIRONMENTAL INC,,,205 VAN BUREN ST,STE 220,HERNDON,VA,20170,5343,USA,11,,1986-12-23,1231,http://www.appenv.com,2L,VA,USA,0003,2X~8W~A2,541620,0004,541330E~541380Y~541620Y~541690Y,0000,,Y,,205 VAN BUREN ST.,SUITE 220,HERNDON,20170,5348,USA,VA,ILKA,,MORRIS,,205 VAN BUREN STREET,SUITE 220,HERNDON,20170,,USA,VA,EVA,,PEDE,,205 VAN BUREN STREET,SUITE 220,HERNDON,20170,,USA,VA,RALPH,F,EBERLE,,205 VAN BUREN STREET,SUITE 220,HERNDON,20170,,USA,VA,EVA,,PEDE,,205 VAN BUREN STREET,SUITE 220,HERNDON,20170,,USA,VA,ILKA,,MORRIS,,205 VAN BUREN STREET,SUITE 220,HERNDON,20170,,USA,VA,WILLIAM,,BROWN,,205 VAN BUREN STREET,SUITE 220,HERNDON,20170,,USA,VA,0001,541330YYYY,N,,0001,A9        ,,0001,ANY,E&Y
,C18VUN281SK7,,,8DHW7,,A,Z1,2019-03-19,2025-03-21,2024-03-25,2024-03-25,THE SUSAN LAFLESCHE PICOTTE CENTER,,,,505 MATTHEWSON ST,,WALTHILL,NE,68067,5011,USA,03,,1991-08-26,1231,,8H,NE,USA,0001,A8,,0000,,0000,,N,,505 MATHEWSON ST,,WALTHILL,68067,,USA,NE,KEITH,,MAHANEY,,2606 G ST,,WALTHILL,68067,,USA,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KEITH,,MAHANEY,,2606 G ST,,WALTHILL,68067,,USA,NE,,,,,,,,,,,,0000,,N,,0000,,,0000,,E&Y
,C18WFT6HN857,,,93BZ5,,A,Z2,2021-07-12,2025-02-18,2024-02-21,2024-02-21,ORPAZ LLC,,,,545 FRANKLIN AVE,,MOUNT VERNON,NY,10550,4573,USA,16,,2021-04-27,1231,www.orpazdefense.com,2L,NY,USA,0003,27~2X~LJ,332994,0001,332994Y,0002,1095~8465,Y,,545 FRANKLIN AVE,,MOUNT VERNON,10550,4573,USA,NY,SIMON,,ZOLTAN,,545 FRANKLIN AVE,,MOUNT VERNON,10550,,USA,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIMON,,ZOLTAN,,545 FRANKLIN AVE,,MOUNT VERNON,10550,,USA,NY,,,,,,,,,,,,0000,,N,,0000,,,0000,,E&Y
,C18WGYTUYL85,,,66QB8,,A,Z2,2010-11-08,2025-12-16,2024-12-19,2024-12-19,"ALL PURPOSE NETWORKS, INC.",,,,1867 RIDGE RD,,MARTINSVILLE,NJ,08836,2143,USA,07,,2009-10-28,1231,,2K,NJ,USA,0002,2X~LJ,334220,0001,334220Y,0002,6695~J059,N,,1867 RIDGE RD,,MARTINSVILLE,08836,2143,USA,NJ,JIM,K,BREWINGTON,PRESIDENT,1867 RIDGE RD,,MARTINSVILLE,08836,,USA,NJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JIM,K,BREWINGTON,PRESIDENT,1867 RIDGE RD,,MARTINSVILLE,08836,,USA,NJ,,,,,,,,,,,,0000,,N,,0000,,,0001,ANY,E&Y
,C18WJCKEQA97,,,6FMX9,,A,Z1,2011-06-29,2026-01-03,2025-01-09,2025-01-07,COUNTY OF CONTRA COSTA,,BYRON AIRPORT,,500 EAGLE CT,,BYRON,CA,94514,1619,USA,10,,1994-10-08,0630,,2A,,,0003,12~C7~TR,,0000,,0000,,N,,"181 JOHN GLENN DRIVE, #100",,CONCORD,94520,,USA,CA,RUSSELL,,MILBURN,ASST. DIRECTOR OF AIRPORTS,"181 JOHN GLENN DRIVE, #100",,CONCORD,94520,,USA,CA,RUSSELL,,MILBURN,,"181 JOHN GLENN DRIVE, #100",,CONCORD,94520,5550,USA,CA,,,,,,,,,,,,,,,,,,,,,,,GREG,,BAER,DIRECTOR OF AIRPORTS,"181 JOHN GLENN DRIVE, #100",,CONCORD,94520,,USA,CA,RUSSELL,,MILBURN,,"181 JOHN GLENN DRIVE, #100",,CONCORD,94520,5550,USA,CA,0000,,N,,0000,,,0000,,E&Y
,C18WN3WELRJ7,,,7K7H4,,A,Z2,2016-01-12,2025-03-01,2024-03-05,2024-03-05,"GVM INC. DBA, J&G WHOLESALE PRODUCE",GVM INC,J&G PRODUCE,,1050 E COOLEY AVE,,SAN BERNARDINO,CA,92408,2822,USA,33,,1973-07-02,1231,,2L,CA,USA,0002,27~2X,424480,0002,311999Y~424480Y,0000,,Y,,1050 E COOLEY AVE,,SAN BERNARDINO,92408,2822,USA,CA,GLORIA,,MANTZOROS,,1050 E. COOLEY AVE,,SAN BERNARDINO,92408,,USA,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GLORIA,,MANTZOROS,,1050 E. COOLEY AVE,,SAN BERNARDINO,92408,,USA,CA,,,,,,,,,,,,0000,,N,,0000,,NPDY,0000,,E&Y
